name,affiliation,orig_affiliation,revenue,employees
Ms Elisabeth Dahl Christensen,NOVO NORDISK FONDEN,NOVO NORDISK A/S (GUO: NOVO NORDISK FONDEN),34525626.0944903,64319
Ms Laurence Debroux,NOVO NORDISK FONDEN,NOVO NORDISK A/S (GUO: NOVO NORDISK FONDEN),34525626.0944903,64319
Mr Andreas Helmut Fibig,NOVO NORDISK FONDEN,NOVO NORDISK A/S (GUO: NOVO NORDISK FONDEN),34525626.0944903,64319
Dr. Sylvie Louise Gregoire,NOVO NORDISK FONDEN,NOVO NORDISK A/S (GUO: NOVO NORDISK FONDEN),34525626.0944903,64319
Ms Liselotte Sofie Hyveled-Nielsen,NOVO NORDISK FONDEN,NOVO NORDISK A/S (GUO: NOVO NORDISK FONDEN),34525626.0944903,64319
Ms Mette Bojer Jensen,NOVO NORDISK FONDEN,NOVO NORDISK A/S (GUO: NOVO NORDISK FONDEN),34525626.0944903,64319
Mr Kasim Kutay,NOVO NORDISK FONDEN,NOVO NORDISK A/S (GUO: NOVO NORDISK FONDEN),34525626.0944903,64319
"Ms Choi Lai, Christina Law",NOVO NORDISK FONDEN,NOVO NORDISK A/S (GUO: NOVO NORDISK FONDEN),34525626.0944903,64319
Dr. Martin William MacKay,NOVO NORDISK FONDEN,NOVO NORDISK A/S (GUO: NOVO NORDISK FONDEN),34525626.0944903,64319
Mr Thomas Rantzau,NOVO NORDISK FONDEN,NOVO NORDISK A/S (GUO: NOVO NORDISK FONDEN),34525626.0944903,64319
Mr Maziar Mike Doustdar,NOVO NORDISK FONDEN,NOVO NORDISK A/S (GUO: NOVO NORDISK FONDEN),34525626.0944903,64319
Mr Ludovic Helfgott,NOVO NORDISK FONDEN,NOVO NORDISK A/S (GUO: NOVO NORDISK FONDEN),34525626.0944903,64319
Mr Lars Fruergaard Jorgensen,NOVO NORDISK FONDEN,NOVO NORDISK A/S (GUO: NOVO NORDISK FONDEN),34525626.0944903,64319
Mr Karsten Munk Knudsen,NOVO NORDISK FONDEN,NOVO NORDISK A/S (GUO: NOVO NORDISK FONDEN),34525626.0944903,64319
Mr Douglas J. Langa,NOVO NORDISK FONDEN,NOVO NORDISK A/S (GUO: NOVO NORDISK FONDEN),34525626.0944903,64319
Dr Martin Holst Lange,NOVO NORDISK FONDEN,NOVO NORDISK A/S (GUO: NOVO NORDISK FONDEN),34525626.0944903,64319
Mr David Scott Moore,NOVO NORDISK FONDEN,NOVO NORDISK A/S (GUO: NOVO NORDISK FONDEN),34525626.0944903,64319
Ms Tania Sabroe,NOVO NORDISK FONDEN,NOVO NORDISK A/S (GUO: NOVO NORDISK FONDEN),34525626.0944903,64319
Dr Marcus Schindler,NOVO NORDISK FONDEN,NOVO NORDISK A/S (GUO: NOVO NORDISK FONDEN),34525626.0944903,64319
Ms Camilla Sylvest,NOVO NORDISK FONDEN,NOVO NORDISK A/S (GUO: NOVO NORDISK FONDEN),34525626.0944903,64319
Mr Henrik Ehlers Wulff,NOVO NORDISK FONDEN,NOVO NORDISK A/S (GUO: NOVO NORDISK FONDEN),34525626.0944903,64319
Mr David A. Ricks,ELI LILLY AND COMPANY,ELI LILLY AND COMPANY,34124100,NA
Mr Ralph H. Alvarez,ELI LILLY AND COMPANY,ELI LILLY AND COMPANY,34124100,NA
Mr Raul Alvarez,ELI LILLY AND COMPANY,ELI LILLY AND COMPANY,34124100,NA
Dr. Katherine Baicker,ELI LILLY AND COMPANY,ELI LILLY AND COMPANY,34124100,NA
Mr Jon Erik Fyrwald,ELI LILLY AND COMPANY,ELI LILLY AND COMPANY,34124100,NA
Dr. Mary Lynne Hedley,ELI LILLY AND COMPANY,ELI LILLY AND COMPANY,34124100,NA
Mr Jamere T Jackson,ELI LILLY AND COMPANY,ELI LILLY AND COMPANY,34124100,NA
Ms Kimberly H. Johnson,ELI LILLY AND COMPANY,ELI LILLY AND COMPANY,34124100,NA
Dr. William George Kaelin Jr.,ELI LILLY AND COMPANY,ELI LILLY AND COMPANY,34124100,NA
Mr Juan Ricardo Luciano,ELI LILLY AND COMPANY,ELI LILLY AND COMPANY,34124100,NA
Dr. Marschall Stevens Runge,ELI LILLY AND COMPANY,ELI LILLY AND COMPANY,34124100,NA
Ms Gabrielle Greene Sulzberger,ELI LILLY AND COMPANY,ELI LILLY AND COMPANY,34124100,NA
Ms Karen Sammis Walker,ELI LILLY AND COMPANY,ELI LILLY AND COMPANY,34124100,NA
Mr Edgardo Hernandez,ELI LILLY AND COMPANY,ELI LILLY AND COMPANY,34124100,NA
Mr Patrik Jonsson,ELI LILLY AND COMPANY,ELI LILLY AND COMPANY,34124100,NA
Mr Michael B. Mason,ELI LILLY AND COMPANY,ELI LILLY AND COMPANY,34124100,NA
Ms Anne E. White,ELI LILLY AND COMPANY,ELI LILLY AND COMPANY,34124100,NA
Mr Ilya Yuffa,ELI LILLY AND COMPANY,ELI LILLY AND COMPANY,34124100,NA
Ms Anat Ashkenazi,ELI LILLY AND COMPANY,ELI LILLY AND COMPANY,34124100,NA
Mr Eric Dozier,ELI LILLY AND COMPANY,ELI LILLY AND COMPANY,34124100,NA
Ms Johna L. Norton,ELI LILLY AND COMPANY,ELI LILLY AND COMPANY,34124100,NA
Ms Leigh Ann Pusey,ELI LILLY AND COMPANY,ELI LILLY AND COMPANY,34124100,NA
Mr Diogo Rau,ELI LILLY AND COMPANY,ELI LILLY AND COMPANY,34124100,NA
Dr. Daniel Moshe Skovronsky,ELI LILLY AND COMPANY,ELI LILLY AND COMPANY,34124100,NA
Mr Alonzo Weems,ELI LILLY AND COMPANY,ELI LILLY AND COMPANY,34124100,NA
Ms Anat Hakim,ELI LILLY AND COMPANY,ELI LILLY AND COMPANY,34124100,NA
Mr Jacob S. Van Naarden,ELI LILLY AND COMPANY,ELI LILLY AND COMPANY,34124100,NA
Mr Jun Zhou,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,"SHANGHAI PHARMACEUTICALS HOLDING CO., LTD. (GUO: SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED)",33979651.0938646,47056
Mr Dawei Ge,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,"SHANGHAI PHARMACEUTICALS HOLDING CO., LTD. (GUO: SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED)",33979651.0938646,47056
Mr Man Cho,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,"SHANGHAI PHARMACEUTICALS HOLDING CO., LTD. (GUO: SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED)",33979651.0938646,47056
Mr Zhong Yong Li,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,"SHANGHAI PHARMACEUTICALS HOLDING CO., LTD. (GUO: SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED)",33979651.0938646,47056
Ms An Li,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,"SHANGHAI PHARMACEUTICALS HOLDING CO., LTD. (GUO: SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED)",33979651.0938646,47056
Mr Bo Shen,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,"SHANGHAI PHARMACEUTICALS HOLDING CO., LTD. (GUO: SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED)",33979651.0938646,47056
Mr Jun Zhou,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,33160433.4424122,47877
Mr Dawei Ge,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,33160433.4424122,47877
Dr. Jiangnan Cai,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,33160433.4424122,47877
Mr Man Cho,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,33160433.4424122,47877
Dr. Zhaoyang Gu,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,33160433.4424122,47877
Mr Liang Hong,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,33160433.4424122,47877
Mr Zhong Yong Li,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,33160433.4424122,47877
Ms An Li,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,33160433.4424122,47877
Mr Fok Manson,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,33160433.4424122,47877
Mr Bo Shen,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,33160433.4424122,47877
Mr Zuchi Xie,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,33160433.4424122,47877
Mr Jintao Yin,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,33160433.4424122,47877
Mr Min Zuo,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,33160433.4424122,47877
Mr Dongming Li,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,33160433.4424122,47877
Mr Jianyi Mao,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,33160433.4424122,47877
Mr Deqing Pan,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,33160433.4424122,47877
Ms Shuai Shao,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,33160433.4424122,47877
Mr Tao Zhang,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,33160433.4424122,47877
Mr Yaohua Zhang,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,33160433.4424122,47877
Mr Yonggang Zhao,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,SHANGHAI PHARMACEUTICALS HOLDING COMPANY LIMITED,33160433.4424122,47877
Mr Yuewei Han,CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),32726490.8669662,67000
Mr Xiaosong Bai,CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),32726490.8669662,67000
Dr. Tingmei Fu,CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),32726490.8669662,67000
Mr Wei Guo,CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),32726490.8669662,67000
Mr Bo Hou,CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),32726490.8669662,67000
Mr Ruifang Jiao,CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),32726490.8669662,67000
Dr. Fun Kin Kwok,CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),32726490.8669662,67000
Mr Guolong Lin,CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),32726490.8669662,67000
"Mdm Mo Han, Yvonne Shing",CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),32726490.8669662,67000
Mr Ran Tao,CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),32726490.8669662,67000
Ms Jingwen Weng,CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),32726490.8669662,67000
Mr Kejian Zhang,CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),32726490.8669662,67000
Mr Xingpin Cui,CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),32726490.8669662,67000
Mr Qingsheng Meng,CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),32726490.8669662,67000
Ms Na Tang,CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),CHINA RESOURCES PHARMACEUTICAL GROUP LIMITED (GUO: GOVERNMENT OF CHINA),32726490.8669662,67000
Mr Tom Aelbrecht,JOHNSON & JOHNSON,JANSSEN PHARMACEUTICA (GUO: JOHNSON & JOHNSON),31444822.6879513,5050
Ms Vicky Bruggeman,JOHNSON & JOHNSON,JANSSEN PHARMACEUTICA (GUO: JOHNSON & JOHNSON),31444822.6879513,5050
Ms Hilde Bernadette Jozefine Claes,JOHNSON & JOHNSON,JANSSEN PHARMACEUTICA (GUO: JOHNSON & JOHNSON),31444822.6879513,5050
Ms Maria Fernanda De Almeida Prado,JOHNSON & JOHNSON,JANSSEN PHARMACEUTICA (GUO: JOHNSON & JOHNSON),31444822.6879513,5050
Ms Saskia De Haes,JOHNSON & JOHNSON,JANSSEN PHARMACEUTICA (GUO: JOHNSON & JOHNSON),31444822.6879513,5050
Mr Tim De Kegel,JOHNSON & JOHNSON,JANSSEN PHARMACEUTICA (GUO: JOHNSON & JOHNSON),31444822.6879513,5050
Mr Dirk De Smaele,JOHNSON & JOHNSON,JANSSEN PHARMACEUTICA (GUO: JOHNSON & JOHNSON),31444822.6879513,5050
Ms Marleen Hoebus,JOHNSON & JOHNSON,JANSSEN PHARMACEUTICA (GUO: JOHNSON & JOHNSON),31444822.6879513,5050
Mr Pascal Richard Hoorn,JOHNSON & JOHNSON,JANSSEN PHARMACEUTICA (GUO: JOHNSON & JOHNSON),31444822.6879513,5050
Mr Peter Janssens,JOHNSON & JOHNSON,JANSSEN PHARMACEUTICA (GUO: JOHNSON & JOHNSON),31444822.6879513,5050
Mr Anil Koul,JOHNSON & JOHNSON,JANSSEN PHARMACEUTICA (GUO: JOHNSON & JOHNSON),31444822.6879513,5050
Mr Kobe Naesens,JOHNSON & JOHNSON,JANSSEN PHARMACEUTICA (GUO: JOHNSON & JOHNSON),31444822.6879513,5050
Ms Ulrike Philippar,JOHNSON & JOHNSON,JANSSEN PHARMACEUTICA (GUO: JOHNSON & JOHNSON),31444822.6879513,5050
Mr Bart Armand Jeannine Philips,JOHNSON & JOHNSON,JANSSEN PHARMACEUTICA (GUO: JOHNSON & JOHNSON),31444822.6879513,5050
Mr Jan Van Der Goten,JOHNSON & JOHNSON,JANSSEN PHARMACEUTICA (GUO: JOHNSON & JOHNSON),31444822.6879513,5050
Mr Bart Van Waeyenberge,JOHNSON & JOHNSON,JANSSEN PHARMACEUTICA (GUO: JOHNSON & JOHNSON),31444822.6879513,5050
Mr Masami Iijima,TAKEDA PHARMACEUTICAL COMPANY LIMITED,TAKEDA PHARMACEUTICAL COMPANY LIMITED,30347677.3907617,49095
Mr Masahiro Sakane,TAKEDA PHARMACEUTICAL COMPANY LIMITED,TAKEDA PHARMACEUTICAL COMPANY LIMITED,30347677.3907617,49095
Mr Olivier Jean Bohuon,TAKEDA PHARMACEUTICAL COMPANY LIMITED,TAKEDA PHARMACEUTICAL COMPANY LIMITED,30347677.3907617,49095
Mr Jean Luc Butel,TAKEDA PHARMACEUTICAL COMPANY LIMITED,TAKEDA PHARMACEUTICAL COMPANY LIMITED,30347677.3907617,49095
Mr Ian T. Clark,TAKEDA PHARMACEUTICAL COMPANY LIMITED,TAKEDA PHARMACEUTICAL COMPANY LIMITED,30347677.3907617,49095
Ms Emiko East,TAKEDA PHARMACEUTICAL COMPANY LIMITED,TAKEDA PHARMACEUTICAL COMPANY LIMITED,30347677.3907617,49095
Mr Yoshiaki Fujimori,TAKEDA PHARMACEUTICAL COMPANY LIMITED,TAKEDA PHARMACEUTICAL COMPANY LIMITED,30347677.3907617,49095
Dr. Steven H Gillis,TAKEDA PHARMACEUTICAL COMPANY LIMITED,TAKEDA PHARMACEUTICAL COMPANY LIMITED,30347677.3907617,49095
Mr Koji Hatsukawa,TAKEDA PHARMACEUTICAL COMPANY LIMITED,TAKEDA PHARMACEUTICAL COMPANY LIMITED,30347677.3907617,49095
Ms Emiko Higashi,TAKEDA PHARMACEUTICAL COMPANY LIMITED,TAKEDA PHARMACEUTICAL COMPANY LIMITED,30347677.3907617,49095
Mr Akira Iijima,TAKEDA PHARMACEUTICAL COMPANY LIMITED,TAKEDA PHARMACEUTICAL COMPANY LIMITED,30347677.3907617,49095
Dr. Masato Iwasaki,TAKEDA PHARMACEUTICAL COMPANY LIMITED,TAKEDA PHARMACEUTICAL COMPANY LIMITED,30347677.3907617,49095
Mr Shiro Kuniya,TAKEDA PHARMACEUTICAL COMPANY LIMITED,TAKEDA PHARMACEUTICAL COMPANY LIMITED,30347677.3907617,49095
Mr John Malaganoa,TAKEDA PHARMACEUTICAL COMPANY LIMITED,TAKEDA PHARMACEUTICAL COMPANY LIMITED,30347677.3907617,49095
Dr. John M. Maraganore,TAKEDA PHARMACEUTICAL COMPANY LIMITED,TAKEDA PHARMACEUTICAL COMPANY LIMITED,30347677.3907617,49095
Mr Michel Bruno Orsinger,TAKEDA PHARMACEUTICAL COMPANY LIMITED,TAKEDA PHARMACEUTICAL COMPANY LIMITED,30347677.3907617,49095
Dr. Andrew S. Plump,TAKEDA PHARMACEUTICAL COMPANY LIMITED,TAKEDA PHARMACEUTICAL COMPANY LIMITED,30347677.3907617,49095
Ms Kimberly A. Reed,TAKEDA PHARMACEUTICAL COMPANY LIMITED,TAKEDA PHARMACEUTICAL COMPANY LIMITED,30347677.3907617,49095
Mr Constantine Saroukos,TAKEDA PHARMACEUTICAL COMPANY LIMITED,TAKEDA PHARMACEUTICAL COMPANY LIMITED,30347677.3907617,49095
Mr Costa Saroukos,TAKEDA PHARMACEUTICAL COMPANY LIMITED,TAKEDA PHARMACEUTICAL COMPANY LIMITED,30347677.3907617,49095
Mr Toshiyuki Shiga,TAKEDA PHARMACEUTICAL COMPANY LIMITED,TAKEDA PHARMACEUTICAL COMPANY LIMITED,30347677.3907617,49095
Ms Miki Tsusaka,TAKEDA PHARMACEUTICAL COMPANY LIMITED,TAKEDA PHARMACEUTICAL COMPANY LIMITED,30347677.3907617,49095
Dr. Christopher G Weber,TAKEDA PHARMACEUTICAL COMPANY LIMITED,TAKEDA PHARMACEUTICAL COMPANY LIMITED,30347677.3907617,49095
Mr Yasuhiko Yamanaka,TAKEDA PHARMACEUTICAL COMPANY LIMITED,TAKEDA PHARMACEUTICAL COMPANY LIMITED,30347677.3907617,49095
Mr Robert Alan Bradway,AMGEN INCORPORATED,AMGEN INCORPORATED,28190000,NA
Dr. Wanda M. Austin,AMGEN INCORPORATED,AMGEN INCORPORATED,28190000,NA
Dr. Michael V. Drake,AMGEN INCORPORATED,AMGEN INCORPORATED,28190000,NA
Dr. Brian J. Druker,AMGEN INCORPORATED,AMGEN INCORPORATED,28190000,NA
Mr Robert A. Eckert,AMGEN INCORPORATED,AMGEN INCORPORATED,28190000,NA
Mr Greg Cyril Garland,AMGEN INCORPORATED,AMGEN INCORPORATED,28190000,NA
Mr Charles M. Holley Jr.,AMGEN INCORPORATED,AMGEN INCORPORATED,28190000,NA
Dr. Omar Syed Ishrak,AMGEN INCORPORATED,AMGEN INCORPORATED,28190000,NA
Dr. Tyler E. Jacks,AMGEN INCORPORATED,AMGEN INCORPORATED,28190000,NA
Ms Ellen Jamison Kullman,AMGEN INCORPORATED,AMGEN INCORPORATED,28190000,NA
Ms Amy E. Miles,AMGEN INCORPORATED,AMGEN INCORPORATED,28190000,NA
Dr. Ronald D. Sugar,AMGEN INCORPORATED,AMGEN INCORPORATED,28190000,NA
Dr. Robert Sanders Williams,AMGEN INCORPORATED,AMGEN INCORPORATED,28190000,NA
Mr John C Martin,GILEAD SCIENCES INC,GILEAD SCIENCES INC,27116000,NA
Mr Daniel O' Day,GILEAD SCIENCES INC,GILEAD SCIENCES INC,27116000,NA
Mr Daniel P. O'Day,GILEAD SCIENCES INC,GILEAD SCIENCES INC,27116000,NA
Dr. Jacqueline K. Barton,GILEAD SCIENCES INC,GILEAD SCIENCES INC,27116000,NA
Dr. Jeffrey A. Bluestone,GILEAD SCIENCES INC,GILEAD SCIENCES INC,27116000,NA
Dr. Sandra Jeane Horning,GILEAD SCIENCES INC,GILEAD SCIENCES INC,27116000,NA
Ms Kelly A. Kramer,GILEAD SCIENCES INC,GILEAD SCIENCES INC,27116000,NA
Mr Kevin E. Lofton,GILEAD SCIENCES INC,GILEAD SCIENCES INC,27116000,NA
Mr Harish Manghan Manwani,GILEAD SCIENCES INC,GILEAD SCIENCES INC,27116000,NA
Mr Javier J. Rodriguez,GILEAD SCIENCES INC,GILEAD SCIENCES INC,27116000,NA
Mr Anthony Welters,GILEAD SCIENCES INC,GILEAD SCIENCES INC,27116000,NA
Mr Andrew Donald Dickinson,GILEAD SCIENCES INC,GILEAD SCIENCES INC,27116000,NA
Dr. Stacey Y Ma,GILEAD SCIENCES INC,GILEAD SCIENCES INC,27116000,NA
Dr. Flavius Martin,GILEAD SCIENCES INC,GILEAD SCIENCES INC,27116000,NA
Ms Jyoti K. Mehra,GILEAD SCIENCES INC,GILEAD SCIENCES INC,27116000,NA
Ms Johanna Mercier,GILEAD SCIENCES INC,GILEAD SCIENCES INC,27116000,NA
Dr. Merdad V Parsey,GILEAD SCIENCES INC,GILEAD SCIENCES INC,27116000,NA
Ms Christi Shaw,GILEAD SCIENCES INC,GILEAD SCIENCES INC,27116000,NA
Ms Deborah H. Telman,GILEAD SCIENCES INC,GILEAD SCIENCES INC,27116000,NA
Mr Jun Zhou,"SHANGHAI PHARMACEUTICALS HOLDING CO., LTD.","SHANGHAI PHARMACEUTICALS HOLDING CO., LTD.",27042227.1913608,NA
Mr Dawei Ge,"SHANGHAI PHARMACEUTICALS HOLDING CO., LTD.","SHANGHAI PHARMACEUTICALS HOLDING CO., LTD.",27042227.1913608,NA
Dr. Jiangnan Cai,"SHANGHAI PHARMACEUTICALS HOLDING CO., LTD.","SHANGHAI PHARMACEUTICALS HOLDING CO., LTD.",27042227.1913608,NA
Mr Chaoyang Gu,"SHANGHAI PHARMACEUTICALS HOLDING CO., LTD.","SHANGHAI PHARMACEUTICALS HOLDING CO., LTD.",27042227.1913608,NA
Mr Liang Hong,"SHANGHAI PHARMACEUTICALS HOLDING CO., LTD.","SHANGHAI PHARMACEUTICALS HOLDING CO., LTD.",27042227.1913608,NA
Wenxun Huo,"SHANGHAI PHARMACEUTICALS HOLDING CO., LTD.","SHANGHAI PHARMACEUTICALS HOLDING CO., LTD.",27042227.1913608,NA
Mr Tao Zhong,"SHANGHAI PHARMACEUTICALS HOLDING CO., LTD.","SHANGHAI PHARMACEUTICALS HOLDING CO., LTD.",27042227.1913608,NA
Mr Robert Michael Davis,"MERCK & CO., INC.","MERCK SHARP & DOHME CORP. (GUO: MERCK & CO., INC.)",26919000,7200
Mr Douglas M. Baker Jr.,"MERCK & CO., INC.","MERCK SHARP & DOHME CORP. (GUO: MERCK & CO., INC.)",26919000,7200
Ms Mary Ellen Coe,"MERCK & CO., INC.","MERCK SHARP & DOHME CORP. (GUO: MERCK & CO., INC.)",26919000,7200
Ms Pamela J. Craig,"MERCK & CO., INC.","MERCK SHARP & DOHME CORP. (GUO: MERCK & CO., INC.)",26919000,7200
Mr Thomas Henry Glocer,"MERCK & CO., INC.","MERCK SHARP & DOHME CORP. (GUO: MERCK & CO., INC.)",26919000,7200
Dr. Risa J. Lavizzo-Mourey,"MERCK & CO., INC.","MERCK SHARP & DOHME CORP. (GUO: MERCK & CO., INC.)",26919000,7200
Dr. Stephen L. Mayo,"MERCK & CO., INC.","MERCK SHARP & DOHME CORP. (GUO: MERCK & CO., INC.)",26919000,7200
Dr. Paul B. Rothman,"MERCK & CO., INC.","MERCK SHARP & DOHME CORP. (GUO: MERCK & CO., INC.)",26919000,7200
Ms Patricia Fiorello Russo,"MERCK & CO., INC.","MERCK SHARP & DOHME CORP. (GUO: MERCK & CO., INC.)",26919000,7200
Dr. Christine Edry Seidman,"MERCK & CO., INC.","MERCK SHARP & DOHME CORP. (GUO: MERCK & CO., INC.)",26919000,7200
Ms Gert Inge Thulin,"MERCK & CO., INC.","MERCK SHARP & DOHME CORP. (GUO: MERCK & CO., INC.)",26919000,7200
Ms Kathy J. Warden,"MERCK & CO., INC.","MERCK SHARP & DOHME CORP. (GUO: MERCK & CO., INC.)",26919000,7200
Mr Peter C. Wendell,"MERCK & CO., INC.","MERCK SHARP & DOHME CORP. (GUO: MERCK & CO., INC.)",26919000,7200
Mr Sanat Chattopadhyay,"MERCK & CO., INC.","MERCK SHARP & DOHME CORP. (GUO: MERCK & CO., INC.)",26919000,7200
Mr Richard R. Deluca Jr.,"MERCK & CO., INC.","MERCK SHARP & DOHME CORP. (GUO: MERCK & CO., INC.)",26919000,7200
Ms Cristal N. Downing,"MERCK & CO., INC.","MERCK SHARP & DOHME CORP. (GUO: MERCK & CO., INC.)",26919000,7200
Mr Mahamane Chirfi Guindo,"MERCK & CO., INC.","MERCK SHARP & DOHME CORP. (GUO: MERCK & CO., INC.)",26919000,7200
Mr Michael A. Klobuchar,"MERCK & CO., INC.","MERCK SHARP & DOHME CORP. (GUO: MERCK & CO., INC.)",26919000,7200
Dr. Dean Y. Li,"MERCK & CO., INC.","MERCK SHARP & DOHME CORP. (GUO: MERCK & CO., INC.)",26919000,7200
Ms Caroline Ann Litchfield,"MERCK & CO., INC.","MERCK SHARP & DOHME CORP. (GUO: MERCK & CO., INC.)",26919000,7200
